x,delta_A,delta_B,uu_id,witnesses
2.0,1.0,0.0,0.0,B
2.05,1.0499999999999998,0.04999999999999982,0.04999999999999982,B
2.1000000000000005,1.1000000000000005,0.10000000000000053,0.10000000000000053,B
2.1500000000000004,1.1500000000000004,0.15000000000000036,0.15000000000000036,B
2.2,1.2000000000000002,0.20000000000000018,0.20000000000000018,B
2.25,1.25,0.25,0.25,B
2.3,1.2999999999999998,0.2999999999999998,0.2999999999999998,B
2.3500000000000005,1.3500000000000005,0.35000000000000053,0.35000000000000053,B
2.4000000000000004,1.4000000000000004,0.40000000000000036,0.40000000000000036,B
2.45,1.4500000000000002,0.4500000000000002,0.4500000000000002,B
2.5,1.5,0.5,0.5,B
2.55,1.5499999999999998,0.5499999999999998,0.5499999999999998,B
2.6000000000000005,1.6000000000000005,0.6000000000000005,0.6000000000000005,B
2.6500000000000004,1.6500000000000004,0.6500000000000004,0.6500000000000004,B
2.7,1.7000000000000002,0.7000000000000002,0.7000000000000002,B
2.75,1.75,0.75,0.75,B
2.8000000000000007,1.8000000000000007,0.8000000000000007,0.8000000000000007,B
2.8500000000000005,1.8500000000000005,0.8500000000000005,0.8500000000000005,B
2.9000000000000004,1.9000000000000004,0.9000000000000004,0.9000000000000004,B
2.95,1.9500000000000002,0.9500000000000002,0.9500000000000002,B
3.0,2.0,1.0,1.0,B
3.0500000000000007,2.0500000000000007,0.9499999999999993,0.9499999999999993,B
3.1000000000000005,2.1000000000000005,0.8999999999999995,0.8999999999999995,B
3.1500000000000004,2.1500000000000004,0.8499999999999996,0.8499999999999996,B
3.2,2.2,0.7999999999999998,0.7999999999999998,B
3.25,2.25,0.75,0.75,B
3.3000000000000007,2.3000000000000007,0.6999999999999993,0.6999999999999993,B
3.3500000000000005,2.3500000000000005,0.6499999999999995,0.6499999999999995,B
3.4000000000000004,2.4000000000000004,0.5999999999999996,0.5999999999999996,B
3.45,2.45,0.5499999999999998,0.5499999999999998,B
3.5,2.5,0.5,0.5,B
3.5500000000000007,2.5500000000000007,0.4499999999999993,0.4499999999999993,B
3.6000000000000005,2.6000000000000005,0.39999999999999947,0.39999999999999947,B
3.6500000000000004,2.6500000000000004,0.34999999999999964,0.34999999999999964,B
3.7,2.7,0.2999999999999998,0.2999999999999998,B
3.75,2.75,0.25,0.25,B
3.8000000000000007,2.8000000000000007,0.1999999999999993,0.1999999999999993,B
3.8500000000000005,2.8500000000000005,0.14999999999999947,0.14999999999999947,B
3.9000000000000004,2.9000000000000004,0.09999999999999964,0.09999999999999964,B
3.95,2.95,0.04999999999999982,0.04999999999999982,B
4.0,3.0,0.0,0.0,B
4.050000000000001,3.0500000000000007,0.05000000000000071,0.05000000000000071,B
4.1000000000000005,3.1000000000000005,0.10000000000000053,0.10000000000000053,B
4.15,3.1500000000000004,0.15000000000000036,0.15000000000000036,B
4.2,3.2,0.20000000000000018,0.20000000000000018,B
4.25,3.25,0.25,0.25,B
4.300000000000001,3.3000000000000007,0.3000000000000007,0.3000000000000007,B
4.3500000000000005,3.3500000000000005,0.35000000000000053,0.35000000000000053,B
4.4,3.4000000000000004,0.40000000000000036,0.40000000000000036,B
4.45,3.45,0.4500000000000002,0.4500000000000002,B
4.5,3.5,0.5,0.5,B
4.550000000000001,3.5500000000000007,0.5500000000000007,0.5500000000000007,B
4.6000000000000005,3.6000000000000005,0.6000000000000005,0.6000000000000005,B
4.65,3.6500000000000004,0.6500000000000004,0.6500000000000004,B
4.7,3.7,0.7000000000000002,0.7000000000000002,B
4.75,3.75,0.75,0.75,B
4.800000000000001,3.8000000000000007,0.8000000000000007,0.8000000000000007,B
4.8500000000000005,3.8500000000000005,0.8500000000000005,0.8500000000000005,B
4.9,3.9000000000000004,0.9000000000000004,0.9000000000000004,B
4.95,3.95,0.9500000000000002,0.9500000000000002,B
5.0,4.0,1.0,1.0,B
